Unnamed: 0,initial_answer_display,initial_answer,gt_answer,predicted_label,initial_binary_correctness,other_LLM_answer,other_llm_answer_type,second_answer,second_turn_predicted_label,second_turn_binary_correctness,final_answer,change_of_mind,other_llm_accuracy,city,actual_latitude,alt_latitude
600,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Ban Pa Sak,17.8625,18.925
601,shown,a,a,0,1,a,Same,a,0,1,a,0,50,The Nation / La Nation,48.225,51.05
602,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Mealhada,37.875,35.35
603,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Lower Pottsgrove,37.775,35.25
604,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Bayugan,8.1625,7.625
605,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Castel Volturno,38.4375,35.875
606,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Zdzieszowice,47.25,44.1
607,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Tortolì,42.4,44.9
608,shown,b,b,1,1,b,Same,a,0,0,a,1,50,Svobodnyy,48.1875,44.975
609,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Paraibuna,-24.8625,-26.325
610,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Los Alamos,38.1375,40.375
611,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Tocaima,4.2125,3.925
612,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Santa Barbara,15.0,14.0
613,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Zamalkā,35.6,37.7
614,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Qādiān,33.7875,35.775
615,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Jiamusi,49.725,52.65
616,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Marib,16.4625,17.425
617,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Sidi Abdellah Ben Taazizt,31.875,29.75
618,shown,b,b,1,1,b,Same,b,1,1,b,0,50,San José Tenango,17.0625,15.925
619,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Chavuttahalli,11.625,10.85
620,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Burton upon Trent,49.5,46.2
621,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Corby,49.2125,45.925
622,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Quyang,24.9375,23.275
623,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Kwale,-4.4625,-4.725
624,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Zschopau,53.9625,57.125
625,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Lānjī,22.85,24.2
626,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Mühlhausen,46.125,43.05
627,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Zorgo,12.975,13.75
628,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Southeast,43.9875,46.575
629,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Jeumont,53.4375,56.575
630,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Cockeysville,41.9625,44.425
631,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Nāngloi Jāt,30.4875,32.275
632,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Hockley,54.825,58.05
633,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Bussolengo,42.65,39.8
634,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Briceño,7.55,8.0
635,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Biot,40.875,38.15
636,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Nha Trang,12.975,13.75
637,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Rocky River,44.0875,46.675
638,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Mulukukú,12.375,11.55
639,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Chulym,58.55,62.0
640,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Santa Rosa,-35.2875,-37.375
641,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Nimmekal,18.2875,19.375
642,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Fukuyoshi,35.8,37.9
643,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Kaspiyskiy,48.2375,51.075
644,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Tumbao,7.55,8.0
645,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Cairo Montenotte,41.625,38.85
646,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Divnoye,48.775,51.65
647,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Caçapava,-24.55,-26.0
648,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Hikari,31.875,29.75
649,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Vohburg an der Donau,51.85,54.9
650,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Bicas,-23.0625,-24.425
651,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Kanbara,32.9125,30.725
652,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Gyapekurom,7.125,6.65
653,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Thāthūpur,24.375,22.75
654,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Ampasimazava,-16.5875,-15.475
655,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Spittal an der Drau,49.725,52.65
656,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Walthamstow,54.825,58.05
657,shown,b,a,1,0,b,Same,b,1,0,b,0,50,Sihecun,21.0875,19.675
658,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Frankfort,44.0875,46.675
659,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Higüey,19.7625,20.925
660,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Western Springs,39.1875,36.575
661,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Mandoto,-18.375,-17.15
662,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Pānrepatti,27.1875,28.775
663,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Kohtla-Järve,63.1125,66.825
664,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Hershey,42.8125,45.325
665,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Dezfūl,34.425,36.45
666,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Folkestone,47.9,44.7
667,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Xudat,39.0,36.4
668,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Cross Lanes,40.8125,43.225
669,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Ewarton,17.0625,15.925
670,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Liaojiayuan,27.5625,25.725
671,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Westerland,51.475,48.05
672,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Dęblin,54.825,58.05
673,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Blytheville,33.6625,31.425
674,shown,a,a,0,1,a,Same,b,1,0,b,1,50,Lavrentiya,69.7,73.8
675,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Kurşunlu,38.25,35.7
676,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Qo‘ng‘irot Shahri,45.7,48.4
677,shown,a,a,0,1,a,Same,a,0,1,a,0,50,San Fructuoso de Bagés,39.1875,36.575
678,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Montemurlo,41.1625,38.425
679,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Fortaleza dos Nogueiras,-7.3375,-7.775
680,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Khagam,29.0125,30.725
681,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Valencia,8.8125,9.325
682,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Chalco,43.775,46.35
683,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Pyeongtaek,39.3125,41.625
684,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Urganch,44.1875,46.775
685,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Jessore,24.65,26.1
686,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Altınova,43.2375,45.775
687,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Najrīj,29.0625,27.125
688,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Zhongshan,37.0875,39.275
689,shown,b,a,1,0,b,Same,b,1,0,b,0,50,Ortakent,39.425,41.75
690,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Sanaur,28.4125,26.525
691,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Vilankulo,-20.625,-19.25
692,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Haldipur,13.4125,12.525
693,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Nuevo Ideal,23.3375,21.775
694,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Banning,31.7875,29.675
695,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Thatta,26.25,27.8
696,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Pharkia,24.2875,22.675
697,shown,a,b,0,0,a,Same,a,0,0,a,0,50,San Juan,12.9375,12.075
698,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Stara Zagora,45.05,47.7
699,shown,b,b,1,1,b,Same,b,1,1,b,0,50,West Auckland,51.1875,47.775
700,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Cox’s Bāzār,20.0625,18.725
701,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Carpina,-8.3875,-8.875
702,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Bửu Long,11.675,12.35
703,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Buzuluk,49.5,46.2
704,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Mouzaïa,38.775,41.05
705,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Cornedo Vicentino,42.75,39.9
706,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Vembaditālam,12.2125,12.925
707,shown,b,a,1,0,b,Same,b,1,0,b,0,50,Bayat,37.975,35.45
708,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Talne,45.8375,42.775
709,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Ambatofotsy,-23.15,-24.5
710,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Bāpaura,27.0,25.2
711,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Peterlee,58.2125,61.625
712,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Tierra Amarilla,-29.2125,-30.925
713,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Mesetas,3.6125,3.825
714,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Quakertown,42.9375,45.475
715,shown,a,a,0,1,a,Same,a,0,1,a,0,50,San Pedro Sacatepéquez,13.775,12.85
716,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Makamba,-4.3625,-4.625
717,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Espera Feliz,-19.3125,-18.025
718,shown,a,a,0,1,a,Same,a,0,1,a,0,50,La Plata,36.1,33.7
719,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Fontenay-sous-Bois,45.8375,42.775
720,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Tecoh,22.0,23.3
721,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Comapa,20.3875,21.575
722,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Pragatinagar,29.425,31.15
723,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Kappeln,51.275,47.85
724,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Celaya,21.7875,23.075
725,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Saboeiro,-6.9125,-7.325
726,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Abū Dīs,33.775,35.75
727,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Monteroni di Lecce,37.7875,35.275
728,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Douar Laouamra,29.8125,27.825
729,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Bắc Ninh,22.525,23.85
730,shown,a,a,0,1,a,Same,a,0,1,a,0,50,San Antonio,13.975,13.05
731,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Siliancun,21.2875,19.875
732,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Xiushui,25.5125,27.025
733,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Gasparillo,10.95,11.6
734,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Lugoj,42.85,40.0
735,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Ceadîr-Lunga,48.8875,51.775
736,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Neustadt am Rübenberge,55.7875,59.075
737,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Haymā’,21.2375,22.475
738,shown,a,a,0,1,a,Same,a,0,1,a,0,50,San Anselmo,35.625,33.25
739,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Toyohashi,32.625,30.45
740,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Veszprém,50.0375,52.975
741,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Aerzen,48.75,45.5
742,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Rio Grande City,28.05,29.7
743,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Alwar,29.225,30.95
744,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Nāhan,28.6875,26.775
745,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Laranjal Paulista,-24.45,-25.9
746,shown,b,b,1,1,b,Same,b,1,1,b,0,50,Zarzis,35.5875,37.675
747,shown,a,b,0,0,a,Same,a,0,0,a,0,50,Savelugu,10.2,10.8
748,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Acajutla,14.45,15.3
749,shown,a,a,0,1,a,Same,a,0,1,a,0,50,Minto,41.1625,38.425
750,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Ban Pa Sak,17.8625,18.925
751,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,The Nation / La Nation,48.225,51.05
752,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Mealhada,37.875,35.35
753,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Lower Pottsgrove,37.775,35.25
754,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Bayugan,8.1625,7.625
755,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Castel Volturno,38.4375,35.875
756,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Zdzieszowice,47.25,44.1
757,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Tortolì,42.4,44.9
758,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Svobodnyy,48.1875,44.975
759,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Paraibuna,-24.8625,-26.325
760,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Los Alamos,38.1375,40.375
761,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Tocaima,4.2125,3.925
762,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Santa Barbara,15.0,14.0
763,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Zamalkā,35.6,37.7
764,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Qādiān,33.7875,35.775
765,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Jiamusi,49.725,52.65
766,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Marib,16.4625,17.425
767,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Sidi Abdellah Ben Taazizt,31.875,29.75
768,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,San José Tenango,17.0625,15.925
769,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Chavuttahalli,11.625,10.85
770,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Burton upon Trent,49.5,46.2
771,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Corby,49.2125,45.925
772,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Quyang,24.9375,23.275
773,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Kwale,-4.4625,-4.725
774,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Zschopau,53.9625,57.125
775,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Lānjī,22.85,24.2
776,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Mühlhausen,46.125,43.05
777,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Zorgo,12.975,13.75
778,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Southeast,43.9875,46.575
779,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Jeumont,53.4375,56.575
780,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Cockeysville,41.9625,44.425
781,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Nāngloi Jāt,30.4875,32.275
782,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Hockley,54.825,58.05
783,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Bussolengo,42.65,39.8
784,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Briceño,7.55,8.0
785,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Biot,40.875,38.15
786,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Nha Trang,12.975,13.75
787,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Rocky River,44.0875,46.675
788,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Mulukukú,12.375,11.55
789,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Chulym,58.55,62.0
790,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Santa Rosa,-35.2875,-37.375
791,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Nimmekal,18.2875,19.375
792,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Fukuyoshi,35.8,37.9
793,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Kaspiyskiy,48.2375,51.075
794,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Tumbao,7.55,8.0
795,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Cairo Montenotte,41.625,38.85
796,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Divnoye,48.775,51.65
797,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Caçapava,-24.55,-26.0
798,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Hikari,31.875,29.75
799,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Vohburg an der Donau,51.85,54.9
800,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Bicas,-23.0625,-24.425
801,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Kanbara,32.9125,30.725
802,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Gyapekurom,7.125,6.65
803,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Thāthūpur,24.375,22.75
804,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Ampasimazava,-16.5875,-15.475
805,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Spittal an der Drau,49.725,52.65
806,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Walthamstow,54.825,58.05
807,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Sihecun,21.0875,19.675
808,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Frankfort,44.0875,46.675
809,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Higüey,19.7625,20.925
810,hidden,b,a,1,0,b,Same,a,0,1,a,1,50,Western Springs,39.1875,36.575
811,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Mandoto,-18.375,-17.15
812,hidden,b,a,1,0,b,Same,b,1,0,b,0,50,Pānrepatti,27.1875,28.775
813,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Kohtla-Järve,63.1125,66.825
814,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Hershey,42.8125,45.325
815,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Dezfūl,34.425,36.45
816,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Folkestone,47.9,44.7
817,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Xudat,39.0,36.4
818,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Cross Lanes,40.8125,43.225
819,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Ewarton,17.0625,15.925
820,hidden,b,a,1,0,b,Same,a,0,1,a,1,50,Liaojiayuan,27.5625,25.725
821,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Westerland,51.475,48.05
822,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Dęblin,54.825,58.05
823,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Blytheville,33.6625,31.425
824,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Lavrentiya,69.7,73.8
825,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Kurşunlu,38.25,35.7
826,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Qo‘ng‘irot Shahri,45.7,48.4
827,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,San Fructuoso de Bagés,39.1875,36.575
828,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Montemurlo,41.1625,38.425
829,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Fortaleza dos Nogueiras,-7.3375,-7.775
830,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Khagam,29.0125,30.725
831,hidden,b,a,1,0,b,Same,a,0,1,a,1,50,Valencia,8.8125,9.325
832,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Chalco,43.775,46.35
833,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Pyeongtaek,39.3125,41.625
834,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Urganch,44.1875,46.775
835,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Jessore,24.65,26.1
836,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Altınova,43.2375,45.775
837,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Najrīj,29.0625,27.125
838,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Zhongshan,37.0875,39.275
839,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Ortakent,39.425,41.75
840,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Sanaur,28.4125,26.525
841,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Vilankulo,-20.625,-19.25
842,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Haldipur,13.4125,12.525
843,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Nuevo Ideal,23.3375,21.775
844,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Banning,31.7875,29.675
845,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Thatta,26.25,27.8
846,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Pharkia,24.2875,22.675
847,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,San Juan,12.9375,12.075
848,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Stara Zagora,45.05,47.7
849,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,West Auckland,51.1875,47.775
850,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Cox’s Bāzār,20.0625,18.725
851,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Carpina,-8.3875,-8.875
852,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Bửu Long,11.675,12.35
853,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Buzuluk,49.5,46.2
854,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Mouzaïa,38.775,41.05
855,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Cornedo Vicentino,42.75,39.9
856,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Vembaditālam,12.2125,12.925
857,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Bayat,37.975,35.45
858,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Talne,45.8375,42.775
859,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Ambatofotsy,-23.15,-24.5
860,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Bāpaura,27.0,25.2
861,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Peterlee,58.2125,61.625
862,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Tierra Amarilla,-29.2125,-30.925
863,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Mesetas,3.6125,3.825
864,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Quakertown,42.9375,45.475
865,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,San Pedro Sacatepéquez,13.775,12.85
866,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Makamba,-4.3625,-4.625
867,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Espera Feliz,-19.3125,-18.025
868,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,La Plata,36.1,33.7
869,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Fontenay-sous-Bois,45.8375,42.775
870,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Tecoh,22.0,23.3
871,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Comapa,20.3875,21.575
872,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Pragatinagar,29.425,31.15
873,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Kappeln,51.275,47.85
874,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Celaya,21.7875,23.075
875,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Saboeiro,-6.9125,-7.325
876,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Abū Dīs,33.775,35.75
877,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Monteroni di Lecce,37.7875,35.275
878,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Douar Laouamra,29.8125,27.825
879,hidden,a,a,0,1,a,Same,b,1,0,b,1,50,Bắc Ninh,22.525,23.85
880,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,San Antonio,13.975,13.05
881,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Siliancun,21.2875,19.875
882,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Xiushui,25.5125,27.025
883,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Gasparillo,10.95,11.6
884,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Lugoj,42.85,40.0
885,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Ceadîr-Lunga,48.8875,51.775
886,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Neustadt am Rübenberge,55.7875,59.075
887,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Haymā’,21.2375,22.475
888,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,San Anselmo,35.625,33.25
889,hidden,b,b,1,1,b,Same,b,1,1,b,0,50,Toyohashi,32.625,30.45
890,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Veszprém,50.0375,52.975
891,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Aerzen,48.75,45.5
892,hidden,a,a,0,1,a,Same,a,0,1,a,0,50,Rio Grande City,28.05,29.7
893,hidden,a,b,0,0,a,Same,b,1,1,b,1,50,Alwar,29.225,30.95
894,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Nāhan,28.6875,26.775
895,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Laranjal Paulista,-24.45,-25.9
896,hidden,a,b,0,0,a,Same,a,0,0,a,0,50,Zarzis,35.5875,37.675
897,hidden,b,b,1,1,b,Same,a,0,0,a,1,50,Savelugu,10.2,10.8
